5  19  -0.51766 
5  21  -0.42911 
5  4  -0.44681 
5  24  -0.46372 
5  2  -0.45757 
5  7  -0.51278 
5  14  -0.52512 
5  15  -0.52362 
5  9  -0.47462 
5  11  -0.49856 
5  12  -0.49856 
5  13  -0.49856 
5  17  -0.42615 
5  16  -0.55619 
5  18  -0.52407 
5  23  -0.47546 
5  22  -0.48197 
19  1  -0.72046 
19  10  -0.26589 
19  0  -0.41879 
19  20  -0.43827 
19  5  -0.37992 
19  19  -0.55250 
19  21  -0.53689 
19  4  -0.53011 
19  24  -0.56607 
19  2  -0.48692 
19  7  -0.57677 
19  14  -0.66272 
19  15  -0.61093 
19  9  -0.58635 
19  11  -0.55246 
19  12  -0.55246 
19  13  -0.55246 
19  17  -0.50968 
19  16  -0.61861 
19  18  -0.64002 
19  23  -0.57583 
19  22  -0.65840 
21  1  -0.66676 
21  10  -0.31713 
21  0  -0.41495 
21  20  -0.41390 
21  5  -0.37986 
21  19  -0.56488 
21  21  -0.46931 
21  4  -0.56115 
21  24  -0.50437 
21  2  -0.51392 
21  7  -0.58506 
21  14  -0.56463 
21  15  -0.58624 
21  9  -0.61447 
21  11  -0.57892 
21  12  -0.57892 
21  13  -0.57892 
21  17  -0.60665 
21  16  -0.60736 
21  18  -0.62754 
21  23  -0.61696 
21  22  -0.64951 
4  1  -0.70677 
4  10  -0.34526 
4  0  -0.47939 
4  20  -0.47267 
4  5  -0.44130 
4  19  -0.61536 
4  21  -0.57046 
4  4  -0.59236 
4  24  -0.55729 
4  2  -0.59924 
4  7  -0.62013 
4  14  -0.62271 
4  15  -0.62443 
4  9  -0.60274 
4  11  -0.58640 
4  12  -0.58640 
4  13  -0.58640 
4  17  -0.56323 
4  16  -0.61515 
4  18  -0.66043 
4  23  -0.66816 
4  22  -0.70040 
24  1  -0.71856 
24  10  -0.32353 
24  0  -0.44072 
24  20  -0.49554 
24  5  -0.47258 
24  19  -0.56888 
24  21  -0.56637 
24  4  -0.59810 
24  24  -0.57446 
24  2  -0.57371 
24  7  -0.64596 
24  14  -0.60726 
24  15  -0.63653 
24  9  -0.66443 
24  11  -0.59253 
24  12  -0.59253 
24  13  -0.59253 
24  17  -0.61148 
24  16  -0.64859 
24  18  -0.65278 
24  23  -0.66607 
24  22  -0.69075 
2  1  -0.69453 
2  10  -0.37271 
2  0  -0.48286 
2  20  -0.48393 
2  5  -0.38894 
2  19  -0.57284 
2  21  -0.52569 
2  4  -0.60249 
2  24  -0.55972 
2  2  -0.53177 
2  7  -0.64696 
2  14  -0.59284 
2  15  -0.63106 
2  9  -0.62787 
2  11  -0.59393 
2  12  -0.59393 
2  13  -0.59393 
2  17  -0.54618 
2  16  -0.62000 
2  18  -0.64689 
2  23  -0.65332 
2  22  -0.68868 
7  1  -0.78969 
7  10  -0.44646 
7  0  -0.52835 
7  20  -0.58316 
7  5  -0.53443 
7  19  -0.69621 
7  21  -0.67287 
7  4  -0.64237 
7  24  -0.68117 
7  2  -0.61797 
7  7  -0.67225 
7  14  -0.73800 
7  15  -0.71539 
7  9  -0.69158 
7  11  -0.67668 
7  12  -0.67668 
7  13  -0.67668 
7  17  -0.69062 
7  16  -0.69419 
7  18  -0.80009 
7  23  -0.76757 
7  22  -0.79285 
14  1  -0.81478 
14  10  -0.37465 
14  0  -0.50873 
14  20  -0.58031 
14  5  -0.45903 
14  19  -0.67351 
14  21  -0.64784 
14  4  -0.64893 
14  24  -0.66213 
14  2  -0.63389 
14  7  -0.69985 
14  14  -0.73053 
14  15  -0.73516 
14  9  -0.73079 
14  11  -0.67193 
14  12  -0.67193 
14  13  -0.67193 
14  17  -0.64684 
14  16  -0.74393 
14  18  -0.77469 
14  23  -0.75394 
14  22  -0.76948 
15  1  -0.72584 
15  10  -0.33955 
15  0  -0.46904 
15  20  -0.49340 
15  5  -0.45429 
15  19  -0.60825 
15  21  -0.53769 
15  4  -0.58493 
15  24  -0.58201 
15  2  -0.57602 
15  7  -0.69341 
15  14  -0.62379 
15  15  -0.64483 
15  9  -0.67013 
15  11  -0.60489 
15  12  -0.60489 
15  13  -0.60489 
15  17  -0.61092 
15  16  -0.68512 
15  18  -0.71647 
15  23  -0.67894 
15  22  -0.69560 
9  1  -0.77516 
9  10  -0.46152 
9  0  -0.52564 
9  20  -0.58884 
9  5  -0.55032 
9  19  -0.71041 
9  21  -0.66294 
9  4  -0.66220 
9  24  -0.69264 
9  2  -0.66484 
9  7  -0.68414 
9  14  -0.72582 
9  15  -0.71829 
9  9  -0.67597 
9  11  -0.66890 
9  12  -0.66890 
9  13  -0.66890 
9  17  -0.66526 
9  16  -0.72953 
9  18  -0.75220 
9  23  -0.72817 
9  22  -0.79983 
11  1  -0.69122 
11  10  -0.29650 
11  0  -0.46945 
11  20  -0.47294 
11  5  -0.40418 
11  19  -0.56312 
11  21  -0.51877 
11  4  -0.53403 
11  24  -0.55140 
11  2  -0.51080 
11  7  -0.60235 
11  14  -0.59703 
11  15  -0.61750 
11  9  -0.66392 
11  11  -0.50940 
11  12  -0.50940 
11  13  -0.50940 
11  17  -0.56992 
11  16  -0.64956 
11  18  -0.68975 
11  23  -0.60988 
11  22  -0.62420 
12  1  -0.69122 
12  10  -0.29650 
12  0  -0.46945 
12  20  -0.47294 
12  5  -0.40418 
12  19  -0.56312 
12  21  -0.51877 
12  4  -0.53403 
12  24  -0.55140 
12  2  -0.51080 
12  7  -0.60235 
12  14  -0.59703 
12  15  -0.61750 
12  9  -0.66392 
12  11  -0.50940 
12  12  -0.50940 
12  13  -0.50940 
12  17  -0.56992 
12  16  -0.64956 
12  18  -0.68975 
12  23  -0.60988 
12  22  -0.62420 
13  1  -0.69122 
13  10  -0.29650 
13  0  -0.46945 
13  20  -0.47294 
13  5  -0.40418 
13  19  -0.56312  
13  21  -0.51877  
13  4  -0.53403  
13  24  -0.55140  
13  2  -0.51080  
13  7  -0.60235  
13  14  -0.59703  
13  15  -0.61750  
13  9  -0.66392  
13  11  -0.50940  
13  12  -0.50940  
13  13  -0.50940  
13  17  -0.56992  
13  16  -0.64956  
13  18  -0.68975  
13  23  -0.60988  
13  22  -0.62420  
17  1  -0.80621  
17  10  -0.42502  
17  0  -0.52379  
17  20  -0.54721  
17  5  -0.47040  
17  19  -0.62456  
17  21  -0.64903  
17  4  -0.66318  
17  24  -0.63440  
17  2  -0.60148  
17  7  -0.71840  
17  14  -0.68231  
17  15  -0.71067  
17  9  -0.65741  
17  11  -0.58844  
17  12  -0.58844  
17  13  -0.58844  
17  17  -0.61022  
17  16  -0.67045  
17  18  -0.75432  
17  23  -0.73672  
17  22  -0.66712  
16  1  -0.77625  
16  10  -0.38043  
16  0  -0.48339  
16  20  -0.49958  
16  5  -0.47549  
16  19  -0.63308  
16  21  -0.61898  
16  4  -0.63260  
16  24  -0.66600  
16  2  -0.64747  
16  7  -0.66939  
16  14  -0.73164  
16  15  -0.73144  
16  9  -0.65624  
16  11  -0.63264  
16  12  -0.63264  
16  13  -0.63264  
16  17  -0.64440  
16  16  -0.67091  
16  18  -0.73522  
16  23  -0.69745  
16  22  -0.80673  
18  1  -0.92673  
18  10  -0.47448  
18  0  -0.65849  
18  20  -0.71741  
18  5  -0.60155  
18  19  -0.81796  
18  21  -0.77853  
18  4  -0.78707  
18  24  -0.82356  
18  2  -0.75813  
18  7  -0.86733  
18  14  -0.91618  
18  15  -0.92179  
18  9  -0.81260  
18  11  -0.75775  
18  12  -0.75775  
18  13  -0.75775  
18  17  -0.79275  
18  16  -0.88897  
18  18  -0.95654  
18  23  -0.92552  
18  22  -0.91004  
23  1  -0.90089  
23  10  -0.50603  
23  0  -0.64491  
23  20  -0.67852  
23  5  -0.55722  
23  19  -0.77769  
23  21  -0.77822  
23  4  -0.77795  
23  24  -0.84244  
23  2  -0.77801  
23  7  -0.84731  
23  14  -0.90994  
23  15  -0.90155  
23  9  -0.76630  
23  11  -0.75210  
23  12  -0.75210  
23  13  -0.75210  
23  17  -0.72540  
23  16  -0.81812  
23  18  -0.95897  
23  23  -0.90455  
23  22  -0.79960  
22  1  -0.80414  
22  10  -0.55420  
22  0  -0.69619  
22  20  -0.68160  
22  5  -0.47364  
22  19  -0.64415  
22  21  -0.76424  
22  4  -0.71517  
22  24  -0.85138  
22  2  -0.67691  
22  7  -0.74767  
22  14  -0.90097  
22  15  -0.91293  
22  9  -0.64768  
22  11  -0.57524  
22  12  -0.57524  
22  13  -0.57524  
22  17  -0.58496  
22  16  -0.76311  
22  18  -0.96051  
22  23  -0.86223  
22  22  -0.66539  
